iter	Passed	Remaining
512	29034	819921
513	29088	819806
514	29147	819808
515	29199	819618
516	29250	819422
517	29300	819180
518	29350	818927
519	29403	818778
520	29455	818591
521	29514	818610
522	29573	818607
523	29634	818677
524	29691	818623
525	29748	818589
526	29803	818481
527	29864	818560
528	29923	818561
529	29984	818631
530	30040	818570
531	30099	818557
532	30156	818525
533	30213	818483
534	30273	818519
535	30326	818368
536	30378	818181
537	30431	818020
538	30483	817863
539	30540	817805
540	30616	818264
541	30671	818158
542	30728	818123
543	30779	817930
544	30837	817893
545	30907	818206
546	30963	818115
547	31017	818010
548	31069	817836
549	31123	817705
550	31177	817568
551	31230	817434
552	31289	817440
553	31345	817361
554	31402	817323
555	31459	817276
556	31515	817197
557	31570	817090
558	31621	816890
559	31685	817021
560	31737	816846
561	31793	816792
562	31848	816687
563	31907	816692
564	31965	816678
565	32018	816533
566	32071	816383
567	32126	816287
568	32179	816127
569	32234	816048
570	32290	815962
571	32347	815933
572	32403	815847
573	32455	815679
574	32510	815596
575	32565	815490
576	32615	815280
577	32667	815095
578	32725	815079
579	32784	815084
580	32837	814942
581	32889	814781
582	32944	814690
583	32996	814519
584	33052	814438
585	33108	814376
586	33165	814345
587	33219	814206
588	33269	813996
589	33320	813813
590	33375	813717
591	33428	813571
592	33484	813504
593	33542	813501
594	33595	813348
595	33648	813204
596	33705	813155
597	33761	813102
598	33816	813016
599	33871	812910
600	33923	812764
601	33976	812624
602	34030	812495
603	34087	812450
604	34141	812341
605	34193	812190
606	34245	812020
607	34299	811895
608	34347	811651
609	34402	811552
610	34456	811452
611	34514	811418
612	34567	811284
613	34620	811150
614	34672	811007
615	34726	810883
616	34781	810806
617	34839	810787
618	34898	810774
619	34952	810666
620	35006	810557
621	35063	810518
622	35119	810461
623	35174	810358
624	35233	810360
625	35289	810312
626	35362	810631
627	35415	810490
628	35469	810383
629	35526	810341
630	35578	810174
631	35631	810049
632	35681	809857
633	35735	809752
634	35790	809658
635	35844	809537
636	35894	809351
637	35948	809224
638	35998	809025
639	36051	808909
640	36106	808817
641	36161	808725
642	36215	808619
643	36267	808481
644	36325	808445
645	36380	808359
646	36436	808294
647	36493	808257
648	36549	808203
649	36600	808024
650	36652	807885
651	36706	807763
652	36761	807675
653	36811	807492
654	36864	807365
655	36920	807299
656	36972	807153
657	37028	807076
658	37081	806953
659	37137	806903
660	37187	806712
661	37238	806544
662	37294	806461
663	37346	806334
664	37401	806249
665	37456	806166
666	37512	806094
667	37565	805977
668	37623	805942
669	37671	805715
670	37719	805498
671	37773	805380
672	37828	805298
673	37884	805242
674	37940	805184
675	37995	805098
676	38049	804997
677	38100	804838
678	38154	804726
679	38207	804595
680	38261	804511
681	38314	804370
682	38368	804275
683	38420	804144
684	38477	804087
685	38532	804009
686	38584	803872
687	38640	803817
688	38695	803738
689	38748	803615
690	38803	803524
691	38859	803474
692	38912	803358
693	38967	803260
694	39020	803146
695	39072	803002
696	39129	802960
697	39182	802844
698	39240	802832
699	39297	802784
700	39355	802776
701	39410	802701
702	39463	802584
703	39518	802497
704	39570	802358
705	39625	802276
706	39677	802139
707	39730	802026
708	39782	801870
709	39836	801771
710	39890	801677
711	39942	801542
712	39996	801436
713	40048	801297
714	40101	801184
715	40154	801075
716	40208	800980
717	40260	800831
718	40311	800686
719	40361	800511
720	40412	800348
721	40465	800221
722	40523	800205
723	40572	800023
724	40622	799839
725	40676	799739
726	40726	799565
727	40780	799471
728	40834	799383
729	40890	799317
730	40946	799264
731	41000	799165
732	41054	799082
733	41110	799026
734	41168	799014
735	41223	798926
736	41275	798804
737	41328	798685
738	41386	798668
739	41445	798660
740	41496	798507
741	41549	798404
742	41605	798349
743	41658	798233
744	41711	798122
745	41767	798064
746	41825	798041
747	41876	797896
748	41928	797766
749	41983	797686
750	42035	797553
751	42105	797766
752	42159	797680
753	42210	797522
754	42261	797370
755	42316	797303
756	42368	797166
757	42425	797131
758	42484	797124
759	42541	797094
760	42596	797020
761	42649	796916
762	42702	796794
763	42752	796636
764	42803	796472
765	42855	796345
766	42909	796263
767	42962	796146
768	43019	796107
769	43071	795983
770	43126	795904
771	43183	795881
772	43236	795764
773	43290	795670
774	43342	795537
775	43395	795433
776	43449	795340
777	43506	795310
778	43559	795206
779	43612	795090
780	43664	794955
781	43716	794838
782	43770	794741
783	43827	794706
784	43879	794585
785	43932	794469
786	43988	794427
787	44044	794370
788	44098	794273
789	44155	794239
790	44209	794143
791	44261	794028
792	44317	793974
793	44371	793884
794	44423	793757
795	44477	793669
796	44528	793516
797	44582	793426
798	44633	793287
799	44686	793191
800	44739	793084
801	44794	793007
802	44849	792939
803	44905	792880
804	44958	792772
805	45013	792700
806	45068	792640
807	45123	792560
808	45180	792521
809	45235	792458
810	45288	792354
811	45343	792286
812	45403	792295
813	45454	792157
814	45510	792098
815	45564	792025
816	45619	791945
817	45671	791830
818	45721	791674
819	45776	791593
820	45828	791483
821	45879	791339
822	45936	791298
823	45989	791195
824	46039	791047
825	46095	790987
826	46152	790955
827	46208	790898
828	46261	790800
829	46315	790717
830	46368	790613
831	46417	790439
832	46472	790374
833	46526	790286
834	46581	790217
835	46633	790095
836	46688	790029
837	46742	789938
838	46796	789857
839	46850	789766
840	46905	789699
841	46959	789613
842	47012	789515
843	47066	789418
844	47122	789374
845	47187	789469
846	47247	789484
847	47298	789342
848	47346	789165
849	47402	789110
850	47457	789045
851	47511	788957
852	47563	788844
853	47616	788743
854	47672	788680
855	47725	788585
856	47779	788497
857	47832	788396
858	47886	788311
859	47941	788249
860	47993	788129
861	48048	788057
862	48105	788030
863	48156	787900
864	48210	787807
865	48263	787705
866	48315	787595
867	48378	787657
868	48428	787502
869	48490	787545
870	48547	787518
871	48600	787416
872	48652	787298
873	48705	787202
874	48759	787116
875	48814	787057
876	48867	786954
877	48919	786841
878	48971	786715
879	49021	786580
880	49075	786491
881	49131	786440
882	49185	786361
883	49240	786293
884	49294	786200
885	49343	786049
886	49399	785987
887	49452	785891
888	49506	785811
889	49556	785660
890	49608	785554
891	49664	785498
892	49714	785348
893	49771	785316
894	49820	785156
895	49873	785059
896	49924	784929
897	49973	784779
898	50026	784669
899	50074	784496
900	50132	784475
901	50186	784397
902	50236	784250
903	50287	784124
904	50341	784052
905	50397	783994
906	50449	783882
907	50503	783800
908	50553	783669
909	50608	783602
910	50667	783587
911	50718	783469
912	50768	783328
913	50819	783199
914	50871	783085
915	50920	782923
916	50974	782848
917	51024	782712
918	51080	782652
919	51133	782571
920	51183	782427
921	51235	782320
922	51287	782209
923	51338	782086
924	51391	781978
925	51444	781893
926	51500	781835
927	51554	781759
928	51607	781673
929	51662	781609
930	51718	781552
931	51772	781470
932	51828	781429
933	51881	781339
934	51936	781270
935	51990	781192
936	52040	781057
937	52092	780950
938	52148	780890
939	52204	780842
940	52259	780783
941	52309	780649
942	52361	780543
943	52410	780378
944	52461	780255
945	52515	780187
946	52570	780116
947	52620	779978
948	52673	779895
949	52729	779845
950	52783	779765
951	52835	779663
952	52889	779582
953	52943	779497
954	52996	779411
955	53049	779321
956	53103	779233
957	53158	779180
958	53210	779066
959	53267	779034
960	53324	779000
961	53378	778931
962	53431	778836
963	53488	778802
964	53542	778722
965	53598	778669
966	53649	778560
967	53701	778443
968	53755	778374
969	53807	778274
970	53860	778181
971	53912	778073
972	53967	778006
973	54020	777917
974	54080	777926
975	54138	777904
976	54194	777854
977	54247	777772
978	54298	777648
979	54350	777547
980	54402	777445
981	54458	777394
982	54515	777355
983	54568	777269
984	54622	777186
985	54677	777126
986	54733	777079
987	54783	776954
988	54836	776853
989	54889	776771
990	54943	776697
991	54993	776565
992	55046	776475
993	55099	776382
994	55151	776283
995	55209	776257
996	55264	776190
997	55317	776105
998	55374	776071
999	55429	776013
1000	55483	775943
1001	55540	775904
1002	55597	775875
1003	55666	776007
1004	55722	775959
1005	55771	775808
1006	55826	775750
1007	55875	775604
1008	55929	775536
1009	55993	775591
1010	56044	775476
1011	56101	775444
1012	56154	775354
1013	56212	775333
1014	56260	775179
1015	56315	775119
1016	56370	775057
1017	56424	774984
1018	56479	774921
1019	56533	774843
1020	56588	774774
1021	56637	774641
1022	56692	774581
1023	56743	774459
1024	56797	774381
1025	56846	774241
1026	56900	774166
1027	56953	774081
1028	57003	773946
1029	57053	773820
1030	57111	773802
1031	57170	773792
1032	57227	773765
1033	57291	773824
1034	57338	773656
1035	57392	773584
1036	57449	773546
1037	57502	773453
1038	57566	773524
1039	57618	773418
1040	57670	773311
1041	57723	773233
1042	57781	773214
1043	57834	773116
1044	57889	773063
1045	57937	772910
1046	57990	772823
1047	58046	772772
1048	58097	772658
1049	58152	772591
1050	58201	772462
1051	58256	772399
1052	58308	772296
1053	58363	772238
1054	58420	772198
1055	58475	772137
1056	58531	772093
1057	58585	772024
1058	58639	771946
1059	58693	771879
1060	58747	771796
1061	58801	771724
1062	58853	771633
1063	58906	771547
1064	58957	771431
1065	59007	771302
1066	59057	771178
1067	59107	771048
1068	59159	770950
1069	59217	770932
1070	59267	770813
1071	59316	770675
1072	59369	770585
1073	59428	770572
1074	59483	770519
1075	59532	770375
1076	59582	770258
1077	59634	770161
1078	59691	770123
1079	59744	770045
1080	59789	769846
1081	59855	769930
1082	59918	769979
1083	59971	769890
1084	60027	769849
1085	60076	769712
1086	60136	769709
1087	60182	769543
1088	60233	769431
1089	60287	769359
1090	60340	769277
1091	60393	769186
1092	60442	769046
1093	60496	768980
1094	60552	768934
1095	60604	768836
1096	60656	768738
1097	60705	768607
1098	60754	768472
1099	60805	768359
1100	60855	768243
1101	60907	768135
1102	60955	767995
1103	61010	767940
1104	61060	767812
1105	61108	767665
1106	61165	767634
1107	61221	767591
1108	61276	767525
1109	61331	767467
1110	61383	767378
1111	61432	767240
1112	61488	767196
1113	61545	767164
1114	61597	767066
1115	61651	767002
1116	61703	766897
1117	61763	766902
1118	61811	766765
1119	61864	766680
1120	61918	766610
1121	61970	766516
1122	62021	766399
1123	62072	766303
1124	62127	766234
1125	62179	766147
1126	62230	766035
1127	62283	765951
1128	62338	765901
1129	62390	765798
1130	62446	765757
1131	62502	765707
1132	62554	765617
1133	62608	765543
1134	62661	765460
1135	62718	765428
1136	62773	765367
1137	62822	765244
1138	62877	765181
1139	62933	765134
1140	62989	765093
1141	63043	765024
1142	63094	764914
1143	63149	764861
1144	63204	764802
1145	63271	764890
1146	63320	764760
1147	63373	764673
1148	63420	764522
1149	63469	764395
1150	63524	764341
1151	63576	764240
1152	63629	764164
1153	63686	764126
1154	63749	764164
1155	63800	764059
1156	63849	763932
1157	63901	763833
1158	63951	763717
1159	64003	763632
1160	64057	763560
1161	64108	763459
1162	64158	763337
1163	64207	763206
1164	64254	763057
1165	64307	762971
1166	64354	762824
1167	64408	762752
1168	64461	762672
1169	64514	762599
1170	64567	762509
1171	64622	762454
1172	64673	762356
1173	64724	762244
1174	64776	762153
1175	64827	762050
1176	64881	761980
1177	64934	761902
1178	64985	761804
1179	65035	761682
1180	65087	761590
1181	65141	761522
1182	65193	761438
1183	65248	761376
1184	65302	761307
1185	65355	761233
1186	65408	761149
1187	65462	761088
1188	65513	760981
1189	65567	760915
1190	65619	760827
1191	65675	760772
1192	65728	760699
1193	65779	760596
1194	65829	760482
1195	65884	760424
1196	65938	760356
1197	66007	760469
1198	66060	760383
1199	66112	760289
1200	66167	760233
1201	66214	760091
1202	66269	760034
1203	66318	759910
1204	66373	759850
1205	66429	759802
1206	66484	759750
1207	66540	759702
1208	66588	759571
1209	66637	759447
1210	66690	759368
1211	66743	759290
1212	66798	759237
1213	66847	759112
1214	66904	759081
1215	66958	759013
1216	67010	758918
1217	67056	758758
1218	67111	758704
1219	67161	758593
1220	67213	758502
1221	67266	758423
1222	67314	758289
1223	67367	758210
1224	67416	758088
1225	67472	758048
1226	67526	757982
1227	67578	757895
1228	67633	757831
1229	67686	757762
1230	67744	757733
1231	67798	757669
1232	67848	757556
1233	67903	757501
1234	67954	757401
1235	68003	757284
1236	68057	757220
1237	68127	757327
1238	68181	757258
1239	68234	757186
1240	68286	757098
1241	68336	756979
1242	68386	756869
1243	68439	756792
1244	68494	756736
1245	68545	756639
1246	68595	756533
1247	68645	756421
1248	68700	756369
1249	68755	756313
1250	68811	756271
1251	68870	756250
1252	68923	756180
1253	68979	756130
1254	69032	756054
1255	69085	755981
1256	69139	755912
1257	69192	755837
1258	69245	755760
1259	69297	755673
1260	69350	755594
1261	69407	755565
1262	69458	755460
1263	69510	755381
1264	69563	755299
1265	69618	755247
1266	69670	755153
1267	69722	755075
1268	69773	754976
1269	69828	754916
1270	69888	754917
1271	69936	754789
1272	69992	754738
1273	70043	754645
1274	70097	754580
1275	70153	754531
1276	70207	754468
1277	70259	754378
1278	70310	754288
1279	70366	754235
1280	70418	754150
1281	70473	754101
1282	70519	753952
1283	70566	753808
1284	70617	753709
1285	70665	753581
1286	70711	753430
1287	70761	753324
1288	70811	753222
1289	70864	753138
1290	70915	753040
1291	70970	752985
1292	71024	752928
1293	71074	752817
1294	71130	752773
1295	71182	752685
1296	71230	752562
1297	71280	752456
1298	71334	752389
1299	71386	752302
1300	71441	752250
1301	71488	752116
1302	71538	752000
1303	71589	751912
1304	71643	751840
1305	71696	751769
1306	71763	751837
1307	71822	751835
1308	71873	751737
1309	71929	751692
1310	71981	751608
1311	72036	751554
1312	72091	751497
1313	72146	751441
1314	72201	751384
1315	72250	751278
1316	72299	751158
1317	72351	751073
1318	72407	751025
1319	72468	751040
1320	72533	751089
1321	72586	751014
1322	72641	750960
1323	72691	750847
1324	72747	750805
1325	72797	750708
1326	72853	750656
1327	72906	750589
1328	72960	750521
1329	73018	750495
1330	73067	750379
1331	73119	750300
1332	73192	750426
1333	73243	750333
1334	73296	750259
1335	73348	750171
1336	73400	750092
1337	73452	750011
1338	73500	749885
1339	73558	749854
1340	73625	749926
1341	73678	749851
1342	73733	749801
1343	73790	749760
1344	73844	749697
1345	73898	749637
1346	73953	749582
1347	74005	749496
1348	74062	749461
1349	74118	749421
1350	74188	749521
1351	74241	749444
1352	74292	749348
1353	74341	749235
1354	74395	749171
1355	74448	749098
1356	74499	749004
1357	74553	748939
1358	74605	748855
1359	74657	748772
1360	74707	748668
1361	74763	748626
1362	74814	748526
1363	74867	748455
1364	74921	748393
1365	74977	748347
1366	75045	748422
1367	75095	748324
1368	75150	748267
1369	75198	748144
1370	75250	748057
1371	75305	748009
1372	75356	747912
1373	75405	747798
1374	75456	747710
1375	75506	747597
1376	75558	747523
1377	75607	747406
1378	75659	747326
1379	75714	747271
1380	75766	747186
1381	75820	747125
1382	75875	747065
1383	75922	746935
1384	75974	746851
1385	76027	746783
1386	76082	746724
1387	76132	746621
1388	76184	746541
1389	76242	746518
1390	76294	746439
1391	76346	746357
1392	76397	746257
1393	76451	746199
1394	76506	746145
1395	76563	746114
1396	76617	746049
1397	76671	745984
1398	76717	745840
1399	76767	745745
1400	76822	745688
1401	76874	745608
1402	76926	745527
1403	76980	745458
1404	77035	745411
1405	77101	745465
1406	77156	745408
1407	77208	745325
1408	77262	745266
1409	77317	745204
1410	77372	745156
1411	77428	745116
1412	77483	745056
1413	77532	744946
1414	77588	744904
1415	77640	744825
1416	77697	744786
1417	77756	744770
1418	77806	744672
1419	77859	744599
1420	77909	744503
1421	77956	744373
1422	78010	744307
1423	78062	744221
1424	78114	744147
1425	78170	744098
1426	78222	744022
1427	78278	743978
1428	78330	743892
1429	78385	743842
1430	78440	743790
1431	78495	743735
1432	78548	743662
1433	78609	743667
1434	78661	743584
1435	78724	743603
1436	78775	743515
1437	78829	743455
1438	78881	743372
1439	78935	743307
1440	78989	743249
1441	79040	743157
1442	79090	743054
1443	79139	742951
1444	79193	742887
1445	79245	742801
1446	79300	742749
1447	79368	742814
1448	79424	742778
1449	79476	742692
1450	79526	742593
1451	79578	742512
1452	79629	742423
1453	79690	742421
1454	79743	742351
1455	79796	742279
1456	79847	742197
1457	79902	742140
1458	79950	742021
1459	80000	741918
1460	80058	741898
1461	80110	741818
1462	80162	741739
1463	80219	741698
1464	80272	741631
1465	80324	741546
1466	80381	741517
1467	80439	741486
1468	80492	741420
1469	80548	741376
1470	80603	741318
1471	80656	741254
1472	80711	741197
1473	80759	741081
1474	80814	741030
1475	80867	740959
1476	80919	740878
1477	80969	740774
1478	81022	740705
1479	81077	740654
1480	81132	740597
1481	81179	740476
1482	81231	740393
1483	81284	740322
1484	81335	740238
1485	81390	740183
1486	81444	740123
1487	81495	740030
1488	81548	739959
1489	81599	739875
1490	81653	739805
1491	81707	739752
1492	81766	739734
1493	81821	739682
1494	81874	739613
1495	81928	739551
1496	81977	739440
1497	82029	739357
1498	82081	739278
1499	82129	739162
1500	82180	739073
1501	82232	738994
1502	82282	738902
1503	82335	738832
1504	82384	738726
1505	82443	738706
1506	82493	738613
1507	82547	738552
1508	82599	738467
1509	82659	738459
1510	82714	738405
1511	82762	738294
1512	82817	738244
1513	82872	738191
1514	82925	738119
1515	82977	738037
1516	83028	737948
1517	83080	737874
1518	83133	737802
1519	83184	737711
1520	83237	737645
1521	83291	737581
1522	83344	737517
1523	83398	737455
1524	83451	737385
1525	83505	737323
1526	83558	737250
1527	83606	737140
1528	83655	737030
1529	83710	736982
1530	83763	736911
1531	83817	736850
1532	83871	736789
1533	83922	736700
1534	83975	736635
1535	84025	736538
1536	84077	736456
1537	84130	736384
1538	84182	736311
1539	84254	736405
1540	84312	736384
1541	84366	736322
1542	84416	736223
1543	84471	736172
1544	84526	736119
1545	84586	736108
1546	84651	736146
1547	84704	736076
1548	84756	735997
1549	84808	735914
1550	84863	735868
1551	84913	735767
1552	84967	735708
1553	85021	735650
1554	85075	735587
1555	85128	735520
1556	85180	735439
1557	85231	735356
1558	85286	735304
1559	85343	735265
1560	85396	735196
1561	85450	735139
1562	85506	735096
1563	85562	735048
1564	85612	734955
1565	85665	734885
1566	85719	734826
1567	85775	734778
1568	85829	734721
1569	85884	734669
1570	85939	734618
1571	85989	734518
1572	86043	734459
1573	86096	734393
1574	86152	734350
1575	86203	734259
1576	86256	734193
1577	86309	734125
1578	86360	734039
1579	86415	733983
1580	86470	733930
1581	86525	733883
1582	86580	733830
1583	86632	733754
1584	86680	733635
1585	86737	733600
1586	86792	733553
1587	86841	733449
1588	86895	733389
1589	86949	733329
1590	87004	733278
1591	87060	733229
1592	87113	733162
1593	87170	733132
1594	87215	732989
1595	87269	732929
1596	87323	732874
1597	87380	732839
1598	87435	732782
1599	87493	732760
1600	87548	732703
1601	87603	732654
1602	87652	732551
1603	87706	732494
1604	87761	732439
1605	87812	732357
1606	87867	732302
1607	87928	732297
1608	87979	732217
1609	88026	732098
1610	88080	732036
1611	88134	731978
1612	88190	731930
1613	88245	731882
1614	88300	731828
1615	88356	731781
1616	88409	731715
1617	88464	731665
1618	88516	731586
1619	88571	731532
1620	88625	731475
1621	88681	731427
1622	88733	731355
1623	88784	731270
1624	88832	731157
1625	88885	731091
1626	88936	731006
1627	88987	730921
1628	89043	730876
1629	89099	730835
1630	89155	730787
1631	89202	730672
1632	89253	730590
1633	89305	730516
1634	89363	730485
1635	89415	730411
1636	89469	730347
1637	89522	730284
1638	89575	730211
1639	89622	730095
1640	89674	730019
1641	89728	729959
1642	89780	729883
1643	89831	729800
1644	89881	729707
1645	89932	729623
1646	89986	729559
1647	90035	729464
1648	90083	729357
1649	90136	729287
1650	90186	729197
1651	90241	729139
1652	90298	729107
1653	90347	729005
1654	90398	728923
1655	90449	728842
1656	90501	728759
1657	90557	728724
1658	90613	728673
1659	90667	728619
1660	90718	728530
1661	90769	728452
1662	90820	728366
1663	90873	728299
1664	90930	728259
