iter	MAE
149	0.1214312978
150	0.1214134808
151	0.1214071878
152	0.121394638
153	0.1213866525
154	0.1213674669
155	0.1213441029
156	0.1213361248
157	0.1213258005
158	0.1213204423
159	0.1213026083
160	0.1212881947
161	0.1212794769
162	0.1212733182
163	0.1212619665
164	0.1212435403
165	0.1212326728
166	0.1212128136
167	0.1211961452
168	0.1211826385
169	0.1211720166
170	0.121163844
171	0.1211553957
172	0.1211446829
173	0.1211340999
174	0.1211295991
175	0.1211181634
176	0.121097672
177	0.1210881193
178	0.121083414
179	0.1210686705
180	0.1210502302
181	0.1210332024
182	0.121026231
183	0.1210221083
184	0.1210144274
185	0.1210026693
186	0.1209961098
187	0.1209904272
188	0.1209810791
189	0.1209778701
190	0.1209720722
191	0.1209628884
192	0.1209593705
193	0.1209528808
194	0.1209478948
195	0.1209428787
196	0.1209386626
197	0.1209360375
198	0.1209229073
199	0.1209189132
200	0.1209137685
201	0.1208962849
202	0.1208791568
203	0.1208676818
204	0.120864673
205	0.1208584581
206	0.120854686
207	0.1208475724
208	0.1208450848
209	0.1208350213
210	0.1208226079
211	0.1208060748
212	0.1208025666
213	0.1207935204
214	0.1207900622
215	0.1207743697
216	0.1207578506
217	0.1207480431
218	0.1207390841
219	0.1207304031
220	0.1207163536
221	0.1207106596
222	0.1207075898
223	0.1207012755
224	0.1206907133
225	0.1206810179
226	0.1206719031
227	0.1206547998
228	0.1206477913
229	0.1206422134
230	0.1206326855
231	0.1206261105
232	0.1206133457
233	0.1205980554
234	0.1205882177
235	0.1205779373
236	0.1205700184
237	0.1205610443
238	0.1205573342
239	0.1205522122
240	0.1205452621
241	0.1205339925
242	0.1205302035
243	0.1205190314
244	0.1205150911
245	0.1205061839
246	0.1204980584
247	0.1204911604
248	0.12047992
249	0.1204759286
250	0.1204673724
251	0.120463458
252	0.1204535522
253	0.1204453063
254	0.1204330992
255	0.1204309466
256	0.1204265517
257	0.1204230656
258	0.1204076504
259	0.1204014706
260	0.1203994969
261	0.1203851342
262	0.1203824562
263	0.1203737922
264	0.1203685407
265	0.1203655888
266	0.1203592324
267	0.1203526634
268	0.1203435547
269	0.1203394276
270	0.1203257484
271	0.1203172076
272	0.1203029629
273	0.1202971052
274	0.1202870858
275	0.120281631
276	0.1202732393
277	0.120266477
278	0.1202550956
279	0.1202478987
280	0.1202391641
281	0.1202270587
282	0.1202188968
283	0.1202142289
284	0.1202118517
285	0.1202088855
286	0.1202068871
287	0.1202003988
288	0.1201970346
289	0.1201918372
290	0.1201844752
291	0.1201764828
292	0.1201722389
293	0.1201693625
294	0.1201636971
295	0.1201603795
296	0.1201568982
297	0.1201515372
298	0.1201462494
299	0.1201434948
300	0.1201393833
301	0.1201352201
302	0.1201263133
303	0.120120232
304	0.1201131123
305	0.1201061958
306	0.1201036667
307	0.1200977625
308	0.1200928906
309	0.120084161
310	0.1200800947
311	0.1200742719
312	0.1200710169
313	0.1200643095
314	0.120059582
315	0.1200561272
316	0.1200536972
317	0.1200500298
318	0.1200441102
319	0.1200313635
320	0.1200200023
321	0.1200161426
322	0.1200121897
323	0.1200058399
324	0.1200021353
325	0.1199962182
326	0.1199879994
327	0.1199818005
328	0.1199707538
329	0.119967859
330	0.1199652569
331	0.1199594405
332	0.1199554224
333	0.1199505983
334	0.1199445707
335	0.1199313216
336	0.119926344
337	0.1199226425
338	0.1199194284
339	0.119913633
340	0.1199087408
341	0.119899385
342	0.1198890716
343	0.119880612
344	0.1198764894
345	0.1198737065
346	0.1198718551
347	0.1198630733
348	0.1198610489
349	0.1198596296
350	0.1198542489
351	0.119846282
352	0.119844093
353	0.1198404829
354	0.1198362169
355	0.1198351674
356	0.1198323423
357	0.1198280915
358	0.1198230555
359	0.1198210287
360	0.1198187086
361	0.1198090471
362	0.119798549
363	0.119790136
364	0.1197883137
365	0.1197858806
366	0.1197822153
367	0.1197793169
368	0.119774788
369	0.1197640515
370	0.1197607874
371	0.1197576913
372	0.1197563871
373	0.1197477791
374	0.1197407407
375	0.1197344658
376	0.1197321969
377	0.1197290064
378	0.1197267165
379	0.1197176462
380	0.1197150466
381	0.1197110855
382	0.1197064463
383	0.1197041105
384	0.1197031158
385	0.1196972906
386	0.1196953427
387	0.119691641
388	0.1196865088
389	0.1196849721
390	0.1196840372
391	0.1196736699
392	0.1196715437
393	0.1196688947
394	0.11965883
395	0.1196574901
396	0.1196470709
397	0.1196461231
398	0.1196416216
399	0.1196391919
400	0.1196307609
401	0.1196278109
402	0.1196257781
403	0.1196243014
404	0.1196160191
405	0.1196137062
406	0.1196046894
407	0.1195997544
408	0.1195916071
409	0.1195898209
410	0.1195822221
411	0.1195803212
412	0.1195775394
413	0.119576126
414	0.1195706611
415	0.1195676169
416	0.1195632697
417	0.1195509554
418	0.119545898
419	0.1195427221
420	0.1195389499
421	0.1195378758
422	0.1195316277
423	0.1195245119
424	0.1195237836
425	0.1195220159
426	0.1195174833
427	0.1195151615
428	0.1195131216
429	0.1195093798
430	0.1195022665
431	0.119500245
432	0.1194911656
433	0.1194854877
434	0.119480686
435	0.1194737537
436	0.1194695967
437	0.1194621767
438	0.1194552926
439	0.1194524458
440	0.1194486565
441	0.1194437599
442	0.1194417013
443	0.1194374173
444	0.1194336679
445	0.1194305324
446	0.1194274985
447	0.1194195835
448	0.1194170715
449	0.119406113
450	0.1194042991
451	0.1194010492
452	0.1193944333
453	0.1193921889
454	0.1193910195
455	0.1193844942
456	0.119379607
457	0.1193706286
458	0.1193694683
459	0.1193663299
460	0.1193649158
461	0.1193615797
462	0.1193605747
463	0.1193578664
464	0.1193532268
465	0.1193489526
466	0.1193449458
467	0.1193412825
468	0.1193393013
469	0.1193358185
470	0.1193264067
471	0.1193190725
472	0.1193148026
473	0.1193112147
474	0.1193101317
475	0.119306462
476	0.1192974984
477	0.1192871418
478	0.1192840661
479	0.1192782003
480	0.1192733128
481	0.1192691916
482	0.1192668932
483	0.1192582037
484	0.1192559504
485	0.1192473314
486	0.1192440434
487	0.1192400313
488	0.1192374564
489	0.1192295271
490	0.1192265875
491	0.1192220822
492	0.1192182446
493	0.1192157896
494	0.1192138925
495	0.1192110258
496	0.1192047878
497	0.1191966011
498	0.1191924763
499	0.1191910633
500	0.1191883812
501	0.11918689
502	0.119183127
503	0.119179596
504	0.1191769236
505	0.1191746459
506	0.1191733247
507	0.1191709778
508	0.1191692269
509	0.1191678428
510	0.1191650084
511	0.119164026
512	0.1191625266
513	0.1191604318
514	0.1191574673
515	0.1191553377
516	0.1191540947
517	0.1191535372
518	0.1191525785
519	0.1191521317
520	0.1191510423
521	0.1191483851
522	0.1191443742
523	0.1191408905
524	0.11913866
525	0.1191358394
526	0.1191331058
527	0.1191265232
528	0.1191244597
529	0.1191225915
530	0.1191208482
531	0.1191176414
532	0.1191148519
533	0.119112515
534	0.119110545
535	0.119109338
536	0.1191077092
537	0.1191064082
538	0.1191046378
539	0.1191031753
540	0.119097523
541	0.1190954549
542	0.1190883302
543	0.1190876929
544	0.1190853463
545	0.1190845539
546	0.1190810799
547	0.1190756991
548	0.1190748017
549	0.1190710531
550	0.119069889
551	0.1190633955
552	0.1190580614
553	0.1190564502
554	0.1190538046
555	0.119050049
556	0.1190488497
557	0.1190470659
558	0.1190457463
559	0.1190446924
560	0.1190438783
561	0.1190407541
562	0.1190378087
563	0.1190341719
564	0.1190277309
565	0.1190267008
566	0.1190242649
567	0.1190214366
568	0.1190194921
569	0.1190149605
570	0.1190146745
571	0.1190114954
572	0.1190070775
573	0.1190054735
574	0.1189992472
575	0.1189972502
576	0.1189951298
577	0.1189948338
578	0.1189937987
579	0.1189873192
580	0.1189852764
581	0.1189831526
582	0.1189795405
583	0.1189777986
584	0.1189707089
585	0.11896756
586	0.1189654078
587	0.1189642951
588	0.1189624548
589	0.1189618682
590	0.118958457
591	0.1189534017
592	0.1189521116
593	0.1189417556
594	0.1189414453
595	0.118933283
596	0.1189312628
597	0.1189258274
598	0.1189218676
599	0.1189177856
600	0.1189140859
601	0.118909723
602	0.1189085086
603	0.1189023684
604	0.1188961714
605	0.1188956006
606	0.1188925427
607	0.1188898497
608	0.1188890816
609	0.1188856034
610	0.1188843373
611	0.1188833288
612	0.1188801832
613	0.118876386
614	0.1188742822
615	0.1188734718
616	0.1188674629
617	0.1188630298
618	0.1188609209
619	0.1188536274
620	0.118849727
621	0.1188465609
622	0.1188456761
623	0.1188443251
624	0.1188430271
625	0.1188372651
626	0.11883196
627	0.118830148
628	0.1188293624
629	0.118823477
630	0.1188211163
631	0.1188203372
632	0.1188198167
633	0.1188176627
634	0.118814686
635	0.1188115133
636	0.1188088526
637	0.1188064614
638	0.118805603
639	0.1188039675
640	0.1188007381
641	0.1188001578
642	0.1187974994
643	0.1187939504
644	0.118787432
645	0.1187846745
646	0.1187792946
647	0.1187778011
648	0.1187749151
649	0.1187715129
650	0.1187701993
651	0.118764455
652	0.1187637419
653	0.1187612705
654	0.1187595218
655	0.1187581453
656	0.1187544189
657	0.1187489553
658	0.1187455991
659	0.1187432873
660	0.1187426458
661	0.1187404185
662	0.1187358683
663	0.1187324183
664	0.1187299154
665	0.1187276722
666	0.1187236147
667	0.118722174
668	0.1187190973
669	0.1187182802
670	0.1187177803
671	0.1187157234
672	0.1187131826
673	0.11870532
674	0.1187030341
675	0.1186991765
676	0.1186966709
677	0.118695744
678	0.1186925223
679	0.1186898508
680	0.1186876229
681	0.1186843043
682	0.1186816473
683	0.1186795702
684	0.1186753915
685	0.1186713473
686	0.1186705027
687	0.1186689433
688	0.1186676572
689	0.1186666879
690	0.1186642003
691	0.1186620706
692	0.1186605665
693	0.1186585136
694	0.1186574523
695	0.1186561705
696	0.118649164
697	0.1186477292
698	0.1186464133
699	0.1186442323
700	0.1186426996
701	0.1186372393
702	0.118636145
703	0.1186347361
704	0.1186314111
705	0.1186290282
706	0.1186280504
707	0.1186252192
708	0.118622841
709	0.1186211679
710	0.1186127337
711	0.1186124409
712	0.1186082313
713	0.1186045157
714	0.1186003017
715	0.1185979377
716	0.1185969099
717	0.1185959124
718	0.1185915095
719	0.1185910408
720	0.1185900457
721	0.1185867694
722	0.1185860251
723	0.1185835328
724	0.1185824469
725	0.1185800701
726	0.1185796202
727	0.1185742497
728	0.1185682612
729	0.1185678925
730	0.1185626608
731	0.1185595468
732	0.1185544516
733	0.1185511684
734	0.1185485841
735	0.1185479667
736	0.1185461803
737	0.1185419116
738	0.1185341317
739	0.1185298129
740	0.1185288454
741	0.1185281208
742	0.1185248379
743	0.1185165545
744	0.1185134109
745	0.118509109
746	0.118506545
747	0.1185061759
748	0.1185050386
749	0.1185039824
750	0.1185004135
751	0.1184982602
752	0.1184960236
753	0.1184949361
754	0.1184936697
755	0.1184892885
756	0.1184889996
757	0.1184886705
758	0.1184875956
759	0.1184833852
760	0.118482467
761	0.1184805298
762	0.1184792726
763	0.118479165
764	0.1184775152
765	0.1184768496
766	0.1184744349
767	0.1184704369
768	0.1184682269
769	0.1184658004
770	0.1184640084
771	0.118458353
772	0.1184569919
773	0.1184535548
774	0.1184525813
775	0.1184499192
776	0.1184480434
777	0.1184459483
778	0.1184439046
779	0.1184435055
780	0.1184427669
781	0.1184424491
782	0.1184412015
783	0.1184378096
784	0.118434886
785	0.1184334491
786	0.118431757
787	0.1184308892
788	0.1184287807
789	0.118425227
790	0.1184227084
791	0.118422337
792	0.1184190157
793	0.1184171762
794	0.1184156228
795	0.1184119171
796	0.1184112939
797	0.1184075997
798	0.1184039167
799	0.1184030685
800	0.1184020189
801	0.1183979596
802	0.118395968
803	0.118390956
804	0.1183861202
805	0.1183823714
806	0.1183819045
807	0.1183791582
808	0.1183755819
809	0.1183748442
810	0.1183724699
811	0.1183723357
812	0.1183720403
813	0.1183717392
814	0.1183701682
815	0.118366274
816	0.1183644157
817	0.1183633457
818	0.1183632112
819	0.1183617601
820	0.1183600389
821	0.1183595073
822	0.1183551332
823	0.1183537788
824	0.118350584
825	0.11834572
826	0.1183450542
827	0.1183412852
828	0.1183344848
829	0.1183343621
830	0.1183340592
831	0.1183337667
832	0.1183320147
833	0.1183290587
834	0.1183278061
835	0.1183255852
836	0.1183253009
837	0.1183241013
838	0.1183234334
839	0.1183196873
840	0.1183156828
841	0.1183143579
842	0.1183106122
843	0.1183100016
844	0.1183097885
845	0.118307477
846	0.1183068844
847	0.1183061858
848	0.1183057939
849	0.1183021361
850	0.118301391
851	0.1183010834
852	0.1182981219
853	0.118296953
854	0.1182965775
855	0.1182960069
856	0.1182930345
857	0.1182919129
858	0.1182908261
859	0.1182882349
860	0.1182878181
861	0.1182862696
862	0.1182829686
863	0.1182813175
864	0.1182808739
865	0.118277658
866	0.1182740686
867	0.1182732122
868	0.1182726258
869	0.1182696051
870	0.1182685074
871	0.1182651432
872	0.1182641356
873	0.118262303
874	0.1182586574
875	0.1182554332
876	0.1182545181
877	0.1182524695
878	0.1182516415
879	0.1182500677
880	0.1182486815
881	0.1182474572
882	0.1182465873
883	0.1182431031
884	0.1182405039
885	0.1182388525
886	0.1182364731
887	0.1182354457
888	0.1182335599
889	0.1182280871
890	0.1182257189
891	0.1182249999
892	0.1182242858
893	0.1182200026
894	0.1182187309
895	0.118217595
896	0.1182169332
897	0.1182165628
898	0.1182158977
899	0.1182150688
900	0.1182127752
901	0.1182104138
902	0.118209859
903	0.1182090627
904	0.1182073557
905	0.1182070593
906	0.118206696
907	0.1182062133
908	0.1182041653
909	0.1182014816
910	0.118199651
911	0.1181992826
912	0.1181988499
913	0.1181976782
914	0.1181971442
915	0.1181968918
916	0.1181937613
917	0.1181929678
918	0.1181890698
919	0.1181870139
920	0.1181867687
921	0.1181856255
922	0.1181846297
923	0.1181843411
924	0.1181811343
925	0.1181782762
926	0.1181769113
927	0.1181725702
928	0.1181720679
929	0.1181700763
930	0.118168988
931	0.1181670157
932	0.118165548
933	0.1181636926
934	0.1181625472
935	0.1181582087
936	0.118157697
937	0.1181563436
938	0.1181540229
939	0.1181489597
940	0.1181461402
941	0.1181456563
942	0.1181445132
943	0.1181435373
944	0.1181430451
945	0.1181396993
946	0.1181375993
947	0.1181373301
948	0.1181318367
949	0.1181311877
950	0.1181284504
951	0.1181276399
952	0.1181263284
953	0.1181252038
954	0.1181221939
955	0.1181179878
956	0.1181163225
957	0.118114191
958	0.1181138229
959	0.1181127064
960	0.1181094291
961	0.1181073581
962	0.1181061282
963	0.1181056665
964	0.1181045373
965	0.1180994988
966	0.1180975245
967	0.118096259
968	0.1180943598
969	0.1180938727
970	0.1180914636
971	0.11809078
972	0.1180858541
973	0.1180851063
974	0.1180815826
975	0.1180805407
976	0.1180781349
977	0.1180752196
978	0.1180738379
979	0.1180729257
980	0.1180719691
981	0.1180710845
982	0.118064696
983	0.1180639293
984	0.1180624456
985	0.1180605232
986	0.118055919
987	0.1180535989
988	0.1180517788
989	0.1180503749
990	0.118047134
991	0.1180453876
992	0.1180416539
993	0.1180394833
994	0.1180385183
995	0.1180348468
996	0.1180343293
997	0.1180300919
998	0.1180277366
999	0.1180241162
1000	0.1180227824
1001	0.1180210361
1002	0.1180171934
1003	0.1180161091
1004	0.1180141067
1005	0.1180134062
1006	0.1180106067
1007	0.1180092329
1008	0.1180037204
1009	0.1180026987
1010	0.1180013541
1011	0.1179976673
1012	0.1179962347
1013	0.1179913357
1014	0.1179911197
1015	0.1179896976
1016	0.1179866341
1017	0.1179833054
1018	0.117982395
1019	0.1179794701
1020	0.1179776676
1021	0.1179759079
1022	0.1179727312
1023	0.1179709351
1024	0.1179705446
1025	0.117969697
1026	0.1179688383
1027	0.1179682949
1028	0.1179679146
1029	0.117967297
1030	0.1179671843
1031	0.1179666937
1032	0.1179649843
1033	0.117964674
1034	0.1179630864
1035	0.1179603075
1036	0.1179538958
1037	0.1179533232
1038	0.1179526842
1039	0.1179519027
1040	0.1179511681
1041	0.1179496212
1042	0.1179475569
1043	0.1179469919
1044	0.1179452122
1045	0.1179447944
1046	0.11794406
1047	0.117942976
1048	0.1179420882
1049	0.117940766
1050	0.1179405106
1051	0.1179373556
1052	0.117935313
1053	0.1179328717
1054	0.1179313187
1055	0.117930235
1056	0.1179298071
1057	0.1179281508
1058	0.1179271134
1059	0.1179248925
1060	0.117918286
1061	0.1179145825
1062	0.1179142004
1063	0.1179134774
1064	0.1179128482
1065	0.1179127331
1066	0.1179121305
1067	0.117910449
1068	0.1179100249
1069	0.1179085744
1070	0.1179073984
1071	0.1179044338
1072	0.1179027553
1073	0.1178993485
1074	0.1178979542
1075	0.1178974926
1076	0.1178970173
1077	0.1178947646
1078	0.1178942415
1079	0.1178914162
1080	0.1178909168
1081	0.1178890915
1082	0.1178853913
1083	0.117882527
1084	0.1178780835
1085	0.117877752
1086	0.1178725431
1087	0.1178720147
1088	0.1178680851
1089	0.1178625689
1090	0.1178613469
1091	0.1178608482
1092	0.117860475
1093	0.1178592248
1094	0.1178575411
1095	0.1178558865
1096	0.1178547988
1097	0.1178545502
1098	0.1178540776
1099	0.1178537628
1100	0.1178531298
1101	0.1178505563
1102	0.1178502012
1103	0.1178490984
1104	0.1178480995
1105	0.1178479612
1106	0.1178443035
1107	0.1178437297
1108	0.1178409685
1109	0.1178379893
1110	0.1178330603
1111	0.1178310479
1112	0.1178298325
1113	0.1178252468
1114	0.117821958
1115	0.1178168454
1116	0.1178146406
1117	0.1178102289
1118	0.1178096962
1119	0.1178057094
1120	0.117803924
1121	0.1178036698
1122	0.1178027538
1123	0.1178021901
1124	0.1178012999
1125	0.1177987113
1126	0.1177958764
1127	0.117790618
1128	0.1177868574
1129	0.1177846548
1130	0.1177842611
1131	0.1177831015
1132	0.117782879
1133	0.1177806615
1134	0.1177792421
1135	0.1177754191
1136	0.1177724516
1137	0.1177711204
1138	0.1177679604
1139	0.1177671371
1140	0.1177641519
1141	0.1177639474
1142	0.1177634746
1143	0.1177624022
1144	0.1177610033
1145	0.1177583017
1146	0.1177580142
1147	0.117757797
1148	0.11775732
1149	0.117756799
1150	0.1177560422
1151	0.117755475
1152	0.1177538131
1153	0.1177508241
1154	0.1177500272
1155	0.1177468684
1156	0.1177461379
1157	0.1177458966
1158	0.1177450772
1159	0.1177448749
1160	0.1177412534
1161	0.1177406626
1162	0.1177401655
1163	0.1177390055
1164	0.1177382858
1165	0.1177378585
1166	0.1177373841
1167	0.1177365014
1168	0.1177352274
1169	0.1177342476
1170	0.1177336043
1171	0.1177326863
1172	0.1177321276
1173	0.1177303092
1174	0.1177290977
1175	0.117728572
1176	0.117728139
1177	0.1177272968
1178	0.1177251154
1179	0.1177214986
1180	0.1177194093
1181	0.1177156147
1182	0.11771344
1183	0.1177103496
1184	0.1177073574
1185	0.1177059407
1186	0.1177034136
1187	0.1177012827
1188	0.1176985338
1189	0.1176945452
1190	0.1176936692
1191	0.1176916038
1192	0.1176898238
1193	0.1176887729
1194	0.1176859784
1195	0.1176825241
1196	0.1176818113
1197	0.1176776771
1198	0.1176772978
1199	0.1176755577
1200	0.1176745277
1201	0.1176720993
1202	0.1176712152
1203	0.1176706332
1204	0.1176690676
1205	0.117666059
1206	0.1176644979
1207	0.1176641965
1208	0.1176605472
1209	0.1176573348
1210	0.117652548
1211	0.1176502146
1212	0.1176456976
1213	0.1176424206
1214	0.1176393281
1215	0.117638425
1216	0.1176354635
1217	0.1176351364
1218	0.117633289
1219	0.1176310958
1220	0.1176301477
1221	0.1176274111
1222	0.1176272224
1223	0.1176264071
1224	0.117623532
1225	0.1176216539
1226	0.1176203727
1227	0.1176161918
1228	0.1176125698
1229	0.1176108581
1230	0.1176090004
1231	0.1176068096
1232	0.1176054093
1233	0.1176030255
1234	0.1176017501
1235	0.1176013772
1236	0.1175977819
1237	0.1175973653
1238	0.1175968127
1239	0.1175946794
1240	0.117592488
1241	0.1175922242
1242	0.1175911525
1243	0.1175880279
1244	0.1175862154
1245	0.1175859731
1246	0.1175848695
1247	0.1175835823
1248	0.1175810855
1249	0.1175781991
1250	0.1175778375
1251	0.1175764357
1252	0.1175744478
1253	0.1175695909
1254	0.1175681634
1255	0.1175652302
1256	0.1175625108
1257	0.1175613435
1258	0.1175593942
1259	0.1175575502
1260	0.1175535749
1261	0.1175514778
1262	0.117548631
1263	0.1175467476
1264	0.1175445108
1265	0.1175406127
1266	0.1175399826
1267	0.1175385127
1268	0.1175374197
1269	0.1175332865
1270	0.1175325702
1271	0.1175316683
1272	0.1175296361
1273	0.1175280381
1274	0.1175272817
1275	0.1175232785
1276	0.1175213437
1277	0.1175155022
1278	0.1175152248
1279	0.1175143417
1280	0.1175137058
1281	0.1175104575
1282	0.1175099573
1283	0.1175091689
1284	0.1175053591
1285	0.1175040618
1286	0.1175034853
1287	0.1175031644
1288	0.1175029606
1289	0.1175026692
1290	0.1174998297
1291	0.1174973562
1292	0.1174947283
1293	0.1174915763
1294	0.117490896
1295	0.117490693
1296	0.117490049
1297	0.1174897755
1298	0.1174893914
1299	0.1174888812
1300	0.1174874161
1301	0.1174871916
1302	0.1174864944
1303	0.1174863741
1304	0.1174857383
1305	0.1174843654
1306	0.1174826402
1307	0.1174799955
1308	0.1174797512
1309	0.1174779725
1310	0.1174777606
1311	0.117477115
1312	0.1174764142
1313	0.1174741165
1314	0.1174730378
1315	0.1174717712
1316	0.117470712
1317	0.117468084
1318	0.1174659997
1319	0.1174637923
1320	0.1174625223
1321	0.1174608878
1322	0.1174580837
1323	0.1174530212
1324	0.1174515177
1325	0.1174489581
1326	0.1174448287
1327	0.1174437457
1328	0.1174424961
1329	0.1174358329
1330	0.1174330714
1331	0.1174322565
1332	0.1174279035
1333	0.117426864
1334	0.1174244927
1335	0.1174227367
1336	0.1174197039
1337	0.117414895
1338	0.1174143578
1339	0.1174132889
1340	0.1174127031
1341	0.1174101003
1342	0.1174074859
1343	0.1174065163
1344	0.117403389
1345	0.1174018638
1346	0.1173998886
1347	0.1173986008
1348	0.1173952228
1349	0.1173946953
1350	0.1173901245
1351	0.1173871899
1352	0.1173863546
1353	0.1173860829
1354	0.1173836049
1355	0.1173834608
1356	0.1173821759
1357	0.1173818409
1358	0.1173799675
1359	0.1173790206
1360	0.1173761122
1361	0.1173733761
1362	0.1173732397
1363	0.1173700965
1364	0.1173680368
1365	0.117365102
1366	0.1173643586
1367	0.1173641807
1368	0.1173636582
1369	0.1173606349
1370	0.1173594934
1371	0.117357823
1372	0.1173573807
1373	0.1173570754
1374	0.1173561613
1375	0.1173551713
1376	0.117354111
1377	0.1173538623
1378	0.1173525713
1379	0.1173495947
1380	0.117348114
1381	0.1173454809
1382	0.1173431739
1383	0.1173402443
1384	0.1173378574
1385	0.1173377724
1386	0.1173364757
1387	0.1173353161
1388	0.1173349393
1389	0.1173341429
1390	0.1173334826
1391	0.1173319658
1392	0.1173308276
1393	0.1173272781
1394	0.1173248546
1395	0.117321126
1396	0.1173208052
1397	0.1173195713
1398	0.1173188594
1399	0.1173174977
1400	0.1173149448
1401	0.1173133316
1402	0.1173128451
1403	0.1173123665
1404	0.1173113989
1405	0.1173096783
1406	0.1173061371
1407	0.1173056065
1408	0.1173042695
1409	0.1173023526
1410	0.117298711
1411	0.1172952248
1412	0.1172927339
1413	0.1172920768
1414	0.1172899022
1415	0.1172884759
1416	0.1172860369
1417	0.1172821591
1418	0.1172787564
1419	0.1172783489
1420	0.1172746114
1421	0.1172729651
1422	0.1172713646
1423	0.1172697105
1424	0.1172676816
1425	0.1172662115
1426	0.1172649078
1427	0.1172637309
1428	0.1172609998
1429	0.1172597461
1430	0.1172571674
1431	0.1172549192
1432	0.1172544733
1433	0.1172543824
1434	0.1172518167
1435	0.1172514442
1436	0.1172508858
1437	0.1172505804
1438	0.1172503372
1439	0.1172496899
1440	0.1172486358
1441	0.1172481912
1442	0.1172467034
1443	0.1172446951
1444	0.1172416206
1445	0.1172405452
1446	0.1172400521
1447	0.1172372249
1448	0.1172352904
1449	0.1172340358
1450	0.1172336318
1451	0.1172305774
1452	0.117229685
1453	0.1172291052
1454	0.1172264841
1455	0.1172218349
1456	0.1172200485
1457	0.1172169273
1458	0.1172165319
1459	0.1172156253
1460	0.1172151485
1461	0.1172145222
1462	0.1172130389
1463	0.1172113597
1464	0.117208576
1465	0.1172068927
1466	0.1172053021
1467	0.1172033675
1468	0.1172023645
1469	0.1172017112
1470	0.1171984508
1471	0.1171956518
1472	0.117194727
1473	0.1171918917
1474	0.1171900373
1475	0.1171872371
1476	0.1171848264
1477	0.1171841601
1478	0.117183156
1479	0.1171803301
1480	0.1171780333
1481	0.1171769571
1482	0.1171761374
1483	0.1171759712
1484	0.117174922
1485	0.1171743716
1486	0.1171731642
1487	0.1171703248
1488	0.1171695326
1489	0.1171679583
1490	0.1171675374
1491	0.1171659442
1492	0.1171640728
1493	0.1171612533
1494	0.1171597233
1495	0.117159285
1496	0.1171582955
1497	0.1171577602
1498	0.117156013
1499	0.1171554192
1500	0.1171552508
1501	0.1171522737
1502	0.1171514763
1503	0.117149816
1504	0.1171493923
1505	0.1171485017
1506	0.1171483812
1507	0.1171481586
1508	0.1171476336
1509	0.1171450203
1510	0.117143288
1511	0.1171429137
1512	0.1171375626
1513	0.1171362825
1514	0.1171343494
